row_index,InvoiceNo,InvoiceDate,InvoiceDateMax,CustomerID,Country,CustomerValueCount,CountryValueCount,SourceLineCount,UniqueProducts,TotalQuantity,AggregatedSourceLineCount,HasCustomerConflict,HasCountryConflict
10843,563905,2011-08-21 11:43:00,2011-08-21 11:43:00,13267.0,United Kingdom,1,1,14,14,145,14,False,False
10844,563906,2011-08-21 11:50:00,2011-08-21 11:50:00,14246.0,United Kingdom,1,1,25,25,321,25,False,False
10845,563907,2011-08-21 11:57:00,2011-08-21 11:57:00,14733.0,United Kingdom,1,1,7,7,78,7,False,False
10846,563908,2011-08-21 12:21:00,2011-08-21 12:21:00,18109.0,United Kingdom,1,1,18,18,503,18,False,False
10847,563909,2011-08-21 12:36:00,2011-08-21 12:36:00,15701.0,United Kingdom,1,1,124,119,472,124,False,False
10848,563910,2011-08-21 12:37:00,2011-08-21 12:37:00,17428.0,United Kingdom,1,1,4,4,87,4,False,False
10849,563911,2011-08-21 12:39:00,2011-08-21 12:39:00,16265.0,United Kingdom,1,1,19,19,205,19,False,False
10850,563912,2011-08-21 12:58:00,2011-08-21 12:58:00,17675.0,United Kingdom,1,1,40,40,383,40,False,False
10851,563915,2011-08-21 13:24:00,2011-08-21 13:24:00,14224.0,United Kingdom,1,1,17,17,92,17,False,False
10852,563916,2011-08-21 13:43:00,2011-08-21 13:43:00,13435.0,United Kingdom,1,1,7,7,284,7,False,False
10853,563917,2011-08-21 13:46:00,2011-08-21 13:46:00,14572.0,United Kingdom,1,1,60,54,474,60,False,False
10854,563919,2011-08-21 13:48:00,2011-08-21 13:48:00,14735.0,United Kingdom,1,1,4,4,84,4,False,False
10855,563920,2011-08-21 14:00:00,2011-08-21 14:00:00,16407.0,United Kingdom,1,1,34,32,209,34,False,False
10856,563921,2011-08-21 14:00:00,2011-08-21 14:00:00,16407.0,United Kingdom,1,1,2,2,2,2,False,False
10857,563922,2011-08-21 14:10:00,2011-08-21 14:10:00,14529.0,United Kingdom,1,1,50,49,84,50,False,False
10858,563923,2011-08-21 14:19:00,2011-08-21 14:19:00,14460.0,United Kingdom,1,1,6,6,364,6,False,False
10859,563924,2011-08-21 14:32:00,2011-08-21 14:32:00,15984.0,United Kingdom,1,1,117,111,396,117,False,False
10860,563925,2011-08-21 14:42:00,2011-08-21 14:42:00,13610.0,United Kingdom,1,1,34,34,53,34,False,False
10861,563927,2011-08-21 15:01:00,2011-08-21 15:01:00,14013.0,United Kingdom,1,1,15,15,258,15,False,False
10862,563928,2011-08-21 15:17:00,2011-08-21 15:17:00,17059.0,United Kingdom,1,1,128,125,439,128,False,False
10863,563929,2011-08-21 15:35:00,2011-08-21 15:35:00,15031.0,United Kingdom,1,1,19,19,48,19,False,False
10864,563930,2011-08-21 15:43:00,2011-08-21 15:43:00,,United Kingdom,0,1,6,6,6,6,False,False
10865,563931,2011-08-21 15:49:00,2011-08-21 15:49:00,14895.0,United Kingdom,1,1,40,40,292,40,False,False
10866,563932,2011-08-21 15:50:00,2011-08-21 15:50:00,14895.0,United Kingdom,1,1,1,1,8,1,False,False
10867,563933,2011-08-21 15:54:00,2011-08-21 15:54:00,16536.0,United Kingdom,1,1,54,49,250,54,False,False
10868,563934,2011-08-21 16:02:00,2011-08-21 16:02:00,15313.0,United Kingdom,1,1,1,1,25,1,False,False
10869,563935,2011-08-21 16:24:00,2011-08-21 16:24:00,15547.0,United Kingdom,1,1,72,71,240,72,False,False
10870,563937,2011-08-22 09:10:00,2011-08-22 09:10:00,18204.0,United Kingdom,1,1,45,45,520,45,False,False
10871,563938,2011-08-22 09:21:00,2011-08-22 09:21:00,18144.0,United Kingdom,1,1,3,3,188,3,False,False
10872,563939,2011-08-22 09:28:00,2011-08-22 09:28:00,14959.0,United Kingdom,1,1,6,6,58,6,False,False
10873,563940,2011-08-22 09:30:00,2011-08-22 09:30:00,17416.0,United Kingdom,1,1,41,41,656,41,False,False
10874,563941,2011-08-22 09:51:00,2011-08-22 09:51:00,15738.0,United Kingdom,1,1,6,6,153,6,False,False
10875,563942,2011-08-22 09:53:00,2011-08-22 09:53:00,15801.0,United Kingdom,1,1,9,9,70,9,False,False
10876,563943,2011-08-22 10:04:00,2011-08-22 10:04:00,13139.0,United Kingdom,1,1,16,16,268,16,False,False
10877,563944,2011-08-22 10:08:00,2011-08-22 10:08:00,17581.0,United Kingdom,1,1,58,58,782,58,False,False
10878,563945,2011-08-22 10:09:00,2011-08-22 10:09:00,17581.0,United Kingdom,1,1,4,4,64,4,False,False
10879,563946,2011-08-22 10:15:00,2011-08-22 10:15:00,17527.0,United Kingdom,1,1,18,18,149,18,False,False
10880,563949,2011-08-22 10:38:00,2011-08-22 10:38:00,12747.0,United Kingdom,1,1,7,7,62,7,False,False
10881,563951,2011-08-22 10:42:00,2011-08-22 10:42:00,16839.0,United Kingdom,1,1,10,10,154,10,False,False
10882,563952,2011-08-22 10:44:00,2011-08-22 10:44:00,15572.0,United Kingdom,1,1,40,39,267,40,False,False
10883,563953,2011-08-22 10:47:00,2011-08-22 10:47:00,16201.0,United Kingdom,1,1,19,19,208,19,False,False
10884,563954,2011-08-22 10:59:00,2011-08-22 10:59:00,16652.0,United Kingdom,1,1,31,31,613,31,False,False
10885,563955,2011-08-22 11:00:00,2011-08-22 11:00:00,16652.0,United Kingdom,1,1,3,3,30,3,False,False
10886,563956,2011-08-22 11:03:00,2011-08-22 11:03:00,14282.0,United Kingdom,1,1,5,5,86,5,False,False
10887,563981,2011-08-22 11:13:00,2011-08-22 11:13:00,14948.0,United Kingdom,1,1,1,1,8,1,False,False
10888,563982,2011-08-22 11:17:00,2011-08-22 11:17:00,14397.0,United Kingdom,1,1,5,5,104,5,False,False
10889,564016,2011-08-22 11:44:00,2011-08-22 11:44:00,15712.0,United Kingdom,1,1,14,14,195,14,False,False
10890,564017,2011-08-22 11:44:00,2011-08-22 11:44:00,14057.0,United Kingdom,1,1,9,9,224,9,False,False
10891,564018,2011-08-22 11:51:00,2011-08-22 11:51:00,,United Kingdom,0,1,2,2,5,2,False,False
10892,564019,2011-08-22 11:54:00,2011-08-22 11:54:00,13408.0,United Kingdom,1,1,9,9,264,9,False,False
10893,564020,2011-08-22 11:57:00,2011-08-22 11:57:00,13971.0,United Kingdom,1,1,24,24,236,24,False,False
10894,564021,2011-08-22 11:58:00,2011-08-22 11:58:00,,United Kingdom,0,1,4,4,10,4,False,False
10895,564022,2011-08-22 12:10:00,2011-08-22 12:10:00,13269.0,United Kingdom,1,1,15,15,295,15,False,False
10896,564023,2011-08-22 12:16:00,2011-08-22 12:16:00,17562.0,United Kingdom,1,1,7,7,70,7,False,False
10897,564034,2011-08-22 12:22:00,2011-08-22 12:22:00,12935.0,United Kingdom,1,1,19,19,322,19,False,False
10898,564037,2011-08-22 12:26:00,2011-08-22 12:26:00,14800.0,United Kingdom,1,1,19,19,209,19,False,False
10899,564038,2011-08-22 12:32:00,2011-08-22 12:32:00,16555.0,United Kingdom,1,1,9,9,90,9,False,False
10900,564040,2011-08-22 12:45:00,2011-08-22 12:45:00,14560.0,United Kingdom,1,1,2,2,16,2,False,False
10901,564041,2011-08-22 12:46:00,2011-08-22 12:46:00,14560.0,United Kingdom,1,1,2,2,4,2,False,False
10902,564042,2011-08-22 12:52:00,2011-08-22 12:52:00,15443.0,United Kingdom,1,1,23,22,165,23,False,False
10903,564043,2011-08-22 12:55:00,2011-08-22 12:55:00,14414.0,United Kingdom,1,1,14,14,434,14,False,False
10904,564044,2011-08-22 12:58:00,2011-08-22 12:58:00,16952.0,United Kingdom,1,1,15,15,67,15,False,False
10905,564045,2011-08-22 12:59:00,2011-08-22 12:59:00,16013.0,United Kingdom,1,1,3,3,184,3,False,False
10906,564046,2011-08-22 12:59:00,2011-08-22 12:59:00,16013.0,United Kingdom,1,1,1,1,400,1,False,False
10907,564047,2011-08-22 13:03:00,2011-08-22 13:03:00,16952.0,United Kingdom,1,1,1,1,25,1,False,False
10908,564048,2011-08-22 13:20:00,2011-08-22 13:20:00,16013.0,United Kingdom,1,1,1,1,16,1,False,False
10909,564049,2011-08-22 13:30:00,2011-08-22 13:30:00,17585.0,United Kingdom,1,1,76,74,617,76,False,False
10910,564050,2011-08-22 13:32:00,2011-08-22 13:32:00,17160.0,United Kingdom,1,1,47,47,551,47,False,False
10911,564052,2011-08-22 13:40:00,2011-08-22 13:40:00,15033.0,United Kingdom,1,1,35,34,118,35,False,False
10912,564053,2011-08-22 13:42:00,2011-08-22 13:42:00,14188.0,United Kingdom,1,1,9,9,185,9,False,False
10913,564054,2011-08-22 13:55:00,2011-08-22 13:55:00,17857.0,United Kingdom,1,1,5,5,1508,5,False,False
10914,564055,2011-08-22 14:03:00,2011-08-22 14:03:00,13933.0,United Kingdom,1,1,9,9,92,9,False,False
10915,564056,2011-08-22 14:13:00,2011-08-22 14:13:00,14387.0,United Kingdom,1,1,40,40,209,40,False,False
10916,564057,2011-08-22 14:20:00,2011-08-22 14:20:00,15296.0,United Kingdom,1,1,29,29,134,29,False,False
10917,564058,2011-08-22 14:23:00,2011-08-22 14:23:00,17676.0,United Kingdom,1,1,11,11,166,11,False,False
10918,564059,2011-08-22 14:35:00,2011-08-22 14:35:00,15796.0,United Kingdom,1,1,16,16,116,16,False,False
10919,564060,2011-08-22 14:37:00,2011-08-22 14:37:00,17073.0,United Kingdom,1,1,56,56,307,56,False,False
10920,564061,2011-08-22 14:38:00,2011-08-22 14:38:00,14505.0,United Kingdom,1,1,118,117,586,118,False,False
10921,564062,2011-08-22 14:41:00,2011-08-22 14:41:00,17706.0,United Kingdom,1,1,17,17,192,17,False,False
10922,564065,2011-08-22 15:05:00,2011-08-22 15:05:00,15150.0,United Kingdom,1,1,103,103,1228,103,False,False
10923,564066,2011-08-22 15:05:00,2011-08-22 15:05:00,17703.0,United Kingdom,1,1,19,19,198,19,False,False
10924,564067,2011-08-22 15:07:00,2011-08-22 15:07:00,18241.0,United Kingdom,1,1,2,2,18,2,False,False
10925,564075,2011-08-22 15:22:00,2011-08-22 15:22:00,17659.0,United Kingdom,1,1,5,5,36,5,False,False
10926,564076,2011-08-22 15:27:00,2011-08-22 15:27:00,14045.0,United Kingdom,1,1,1,1,48,1,False,False
10927,564077,2011-08-22 15:42:00,2011-08-22 15:42:00,14711.0,United Kingdom,1,1,14,14,24,14,False,False
10928,564078,2011-08-22 15:43:00,2011-08-22 15:43:00,17083.0,United Kingdom,1,1,18,18,210,18,False,False
10929,564083,2011-08-23 08:54:00,2011-08-23 08:54:00,17469.0,United Kingdom,1,1,16,16,124,16,False,False
10930,564088,2011-08-23 09:38:00,2011-08-23 09:38:00,17702.0,United Kingdom,1,1,15,15,390,15,False,False
10931,564089,2011-08-23 09:53:00,2011-08-23 09:53:00,15971.0,United Kingdom,1,1,4,4,140,4,False,False
10932,564090,2011-08-23 09:53:00,2011-08-23 09:53:00,17041.0,United Kingdom,1,1,29,29,349,29,False,False
10933,564091,2011-08-23 09:57:00,2011-08-23 09:57:00,15804.0,United Kingdom,1,1,29,29,259,29,False,False
10934,564092,2011-08-23 10:24:00,2011-08-23 10:24:00,13767.0,United Kingdom,1,1,13,13,165,13,False,False
10935,564096,2011-08-23 10:36:00,2011-08-23 10:36:00,16133.0,United Kingdom,1,1,2,2,74,2,False,False
10936,564109,2011-08-23 10:48:00,2011-08-23 10:48:00,17450.0,United Kingdom,1,1,1,1,48,1,False,False
10937,564132,2011-08-23 10:56:00,2011-08-23 10:56:00,12901.0,United Kingdom,1,1,5,5,1288,5,False,False
10938,564133,2011-08-23 11:01:00,2011-08-23 11:01:00,14364.0,United Kingdom,1,1,8,8,184,8,False,False
10939,564135,2011-08-23 11:12:00,2011-08-23 11:12:00,16550.0,United Kingdom,1,1,51,51,374,51,False,False
10940,564136,2011-08-23 11:16:00,2011-08-23 11:16:00,14404.0,United Kingdom,1,1,16,16,164,16,False,False
10941,564137,2011-08-23 11:30:00,2011-08-23 11:30:00,15722.0,United Kingdom,1,1,14,14,295,14,False,False
10942,564139,2011-08-23 11:41:00,2011-08-23 11:41:00,16904.0,United Kingdom,1,1,48,47,216,48,False,False
10943,564141,2011-08-23 11:47:00,2011-08-23 11:47:00,17841.0,United Kingdom,1,1,85,85,224,85,False,False
10944,564143,2011-08-23 11:51:00,2011-08-23 11:51:00,16814.0,United Kingdom,1,1,6,6,78,6,False,False
10945,564144,2011-08-23 11:53:00,2011-08-23 11:53:00,13939.0,United Kingdom,1,1,22,22,455,22,False,False
10946,564145,2011-08-23 12:18:00,2011-08-23 12:18:00,14329.0,United Kingdom,1,1,22,22,261,22,False,False
10947,564146,2011-08-23 12:18:00,2011-08-23 12:18:00,15838.0,United Kingdom,1,1,4,4,240,4,False,False
10948,564147,2011-08-23 12:21:00,2011-08-23 12:21:00,14004.0,United Kingdom,1,1,24,24,508,24,False,False
10949,564148,2011-08-23 12:22:00,2011-08-23 12:22:00,18147.0,United Kingdom,1,1,4,4,80,4,False,False
10950,564149,2011-08-23 12:26:00,2011-08-23 12:26:00,14543.0,United Kingdom,1,1,3,3,42,3,False,False
10951,564158,2011-08-23 12:37:00,2011-08-23 12:37:00,16712.0,United Kingdom,1,1,9,9,186,9,False,False
10952,564160,2011-08-23 12:47:00,2011-08-23 12:47:00,15569.0,United Kingdom,1,1,1,1,96,1,False,False
10953,564161,2011-08-23 13:13:00,2011-08-23 13:13:00,14523.0,United Kingdom,1,1,12,12,251,12,False,False
10954,564162,2011-08-23 13:27:00,2011-08-23 13:27:00,13481.0,United Kingdom,1,1,21,21,213,21,False,False
10955,564163,2011-08-23 13:28:00,2011-08-23 13:28:00,13481.0,United Kingdom,1,1,1,1,12,1,False,False
10956,564164,2011-08-23 13:30:00,2011-08-23 13:30:00,17940.0,United Kingdom,1,1,1,1,300,1,False,False
10957,564165,2011-08-23 13:35:00,2011-08-23 13:35:00,13593.0,United Kingdom,1,1,36,36,238,36,False,False
10958,564166,2011-08-23 13:40:00,2011-08-23 13:40:00,15089.0,United Kingdom,1,1,33,33,411,33,False,False
10959,564167,2011-08-23 13:50:00,2011-08-23 13:50:00,17735.0,United Kingdom,1,1,42,42,489,42,False,False
10960,564168,2011-08-23 13:51:00,2011-08-23 13:51:00,16794.0,United Kingdom,1,1,43,43,100,43,False,False
10961,564170,2011-08-23 13:59:00,2011-08-23 13:59:00,17696.0,United Kingdom,1,1,16,16,322,16,False,False
10962,564171,2011-08-23 14:00:00,2011-08-23 14:00:00,16133.0,United Kingdom,1,1,3,3,86,3,False,False
10963,564172,2011-08-23 14:19:00,2011-08-23 14:19:00,16033.0,United Kingdom,1,1,77,77,276,77,False,False
10964,564174,2011-08-23 14:25:00,2011-08-23 14:25:00,14191.0,United Kingdom,1,1,19,19,205,19,False,False
10965,564181,2011-08-23 14:53:00,2011-08-23 14:53:00,13862.0,United Kingdom,1,1,21,21,234,21,False,False
10966,564182,2011-08-23 14:55:00,2011-08-23 14:55:00,17242.0,United Kingdom,1,1,11,11,200,11,False,False
10967,564185,2011-08-23 15:14:00,2011-08-23 15:14:00,,United Kingdom,0,1,3,3,4,3,False,False
10968,564186,2011-08-23 15:20:00,2011-08-23 15:20:00,15755.0,United Kingdom,1,1,29,29,269,29,False,False
10969,564187,2011-08-23 15:24:00,2011-08-23 15:24:00,15005.0,United Kingdom,1,1,53,53,156,53,False,False
10970,564188,2011-08-23 15:33:00,2011-08-23 15:33:00,13140.0,United Kingdom,1,1,14,14,58,14,False,False
10971,564189,2011-08-23 15:34:00,2011-08-23 15:34:00,14769.0,United Kingdom,1,1,26,26,248,26,False,False
10972,564190,2011-08-23 16:01:00,2011-08-23 16:01:00,16143.0,United Kingdom,1,1,22,22,178,22,False,False
10973,564191,2011-08-23 16:16:00,2011-08-23 16:16:00,17315.0,United Kingdom,1,1,56,55,147,56,False,False
10974,564192,2011-08-23 16:36:00,2011-08-23 16:36:00,17719.0,United Kingdom,1,1,16,16,104,16,False,False
10975,564195,2011-08-23 16:49:00,2011-08-23 16:49:00,14060.0,United Kingdom,1,1,13,13,160,13,False,False
10976,564197,2011-08-23 17:13:00,2011-08-23 17:13:00,13425.0,United Kingdom,1,1,23,23,320,23,False,False
10977,564198,2011-08-23 17:18:00,2011-08-23 17:18:00,14418.0,United Kingdom,1,1,19,17,148,19,False,False
10978,564199,2011-08-23 17:31:00,2011-08-23 17:31:00,13263.0,United Kingdom,1,1,72,71,134,72,False,False
10979,564200,2011-08-23 17:37:00,2011-08-23 17:37:00,18018.0,United Kingdom,1,1,27,27,52,27,False,False
10980,564202,2011-08-24 08:27:00,2011-08-24 08:27:00,16342.0,United Kingdom,1,1,2,2,22,2,False,False
10981,564203,2011-08-24 08:49:00,2011-08-24 08:49:00,18061.0,United Kingdom,1,1,7,7,128,7,False,False
10982,564205,2011-08-24 09:00:00,2011-08-24 09:00:00,,United Kingdom,0,1,1,1,1,1,False,False
10983,564219,2011-08-24 09:30:00,2011-08-24 09:30:00,16422.0,United Kingdom,1,1,6,6,1116,6,False,False
10984,564221,2011-08-24 09:36:00,2011-08-24 09:36:00,,United Kingdom,0,1,193,193,798,193,False,False
10985,564222,2011-08-24 09:41:00,2011-08-24 09:41:00,12971.0,United Kingdom,1,1,3,3,74,3,False,False
10986,564223,2011-08-24 09:46:00,2011-08-24 09:46:00,13013.0,United Kingdom,1,1,15,15,93,15,False,False
10987,564224,2011-08-24 09:56:00,2011-08-24 09:56:00,15249.0,United Kingdom,1,1,22,22,242,22,False,False
10988,564225,2011-08-24 10:06:00,2011-08-24 10:06:00,17268.0,United Kingdom,1,1,2,2,432,2,False,False
10989,564227,2011-08-24 10:19:00,2011-08-24 10:19:00,15249.0,United Kingdom,1,1,19,19,174,19,False,False
10990,564228,2011-08-24 10:20:00,2011-08-24 10:20:00,13743.0,United Kingdom,1,1,4,4,264,4,False,False
10991,564230,2011-08-24 10:22:00,2011-08-24 10:22:00,,United Kingdom,0,1,86,82,1191,86,False,False
10992,564231,2011-08-24 10:22:00,2011-08-24 10:22:00,13468.0,United Kingdom,1,1,7,7,43,7,False,False
10993,564246,2011-08-24 10:36:00,2011-08-24 10:36:00,13534.0,United Kingdom,1,1,16,16,156,16,False,False
10994,564248,2011-08-24 10:37:00,2011-08-24 10:37:00,13798.0,United Kingdom,1,1,6,6,414,6,False,False
10995,564256,2011-08-24 10:45:00,2011-08-24 10:45:00,14796.0,United Kingdom,1,1,81,81,589,81,False,False
10996,564268,2011-08-24 10:51:00,2011-08-24 10:51:00,16968.0,United Kingdom,1,1,15,15,98,15,False,False
10997,564272,2011-08-24 10:52:00,2011-08-24 10:52:00,16308.0,United Kingdom,1,1,1,1,2000,1,False,False
10998,564300,2011-08-24 11:31:00,2011-08-24 11:31:00,16723.0,United Kingdom,1,1,41,36,397,41,False,False
10999,564301,2011-08-24 11:54:00,2011-08-24 11:54:00,14299.0,United Kingdom,1,1,52,52,580,52,False,False
11000,564302,2011-08-24 12:00:00,2011-08-24 12:00:00,15932.0,United Kingdom,1,1,17,17,338,17,False,False
11001,564303,2011-08-24 12:04:00,2011-08-24 12:04:00,16042.0,United Kingdom,1,1,24,24,255,24,False,False
11002,564304,2011-08-24 12:11:00,2011-08-24 12:11:00,14527.0,United Kingdom,1,1,15,15,47,15,False,False
11003,564305,2011-08-24 12:20:00,2011-08-24 12:20:00,14875.0,United Kingdom,1,1,42,42,458,42,False,False
11004,564306,2011-08-24 12:23:00,2011-08-24 12:23:00,17865.0,United Kingdom,1,1,18,18,352,18,False,False
11005,564307,2011-08-24 12:32:00,2011-08-24 12:32:00,17865.0,United Kingdom,1,1,15,14,36,15,False,False
11006,564308,2011-08-24 12:36:00,2011-08-24 12:36:00,13901.0,United Kingdom,1,1,23,23,383,23,False,False
11007,564310,2011-08-24 12:51:00,2011-08-24 12:51:00,15769.0,United Kingdom,1,1,7,7,1372,7,False,False
11008,564311,2011-08-24 12:52:00,2011-08-24 12:52:00,15769.0,United Kingdom,1,1,4,4,900,4,False,False
11009,564312,2011-08-24 12:52:00,2011-08-24 12:52:00,15769.0,United Kingdom,1,1,6,6,1584,6,False,False
11010,564313,2011-08-24 12:54:00,2011-08-24 12:54:00,13728.0,United Kingdom,1,1,10,10,90,10,False,False
11011,564315,2011-08-24 13:07:00,2011-08-24 13:07:00,14730.0,United Kingdom,1,1,29,29,85,29,False,False
11012,564316,2011-08-24 13:11:00,2011-08-24 13:11:00,13985.0,United Kingdom,1,1,23,23,212,23,False,False
11013,564317,2011-08-24 13:12:00,2011-08-24 13:12:00,13890.0,United Kingdom,1,1,19,19,178,19,False,False
11014,564318,2011-08-24 13:15:00,2011-08-24 13:15:00,14035.0,United Kingdom,1,1,2,2,72,2,False,False
11015,564319,2011-08-24 13:18:00,2011-08-24 13:18:00,15059.0,United Kingdom,1,1,27,27,44,27,False,False
11016,564321,2011-08-24 13:22:00,2011-08-24 13:22:00,15059.0,United Kingdom,1,1,15,15,58,15,False,False
11017,564322,2011-08-24 13:23:00,2011-08-24 13:23:00,13694.0,United Kingdom,1,1,22,22,2335,22,False,False
11018,564323,2011-08-24 13:24:00,2011-08-24 13:24:00,13694.0,United Kingdom,1,1,11,11,1300,11,False,False
11019,564324,2011-08-24 13:26:00,2011-08-24 13:26:00,13694.0,United Kingdom,1,1,24,24,1460,24,False,False
11020,564325,2011-08-24 13:27:00,2011-08-24 13:27:00,13694.0,United Kingdom,1,1,2,2,240,2,False,False
11021,564326,2011-08-24 13:30:00,2011-08-24 13:30:00,17256.0,United Kingdom,1,1,4,4,73,4,False,False
11022,564327,2011-08-24 13:33:00,2011-08-24 13:33:00,16029.0,United Kingdom,1,1,8,8,558,8,False,False
11023,564330,2011-08-24 13:57:00,2011-08-24 13:57:00,13411.0,United Kingdom,1,1,18,17,72,18,False,False
11024,564332,2011-08-24 14:02:00,2011-08-24 14:02:00,14407.0,United Kingdom,1,1,4,4,122,4,False,False
11025,564333,2011-08-24 14:14:00,2011-08-24 14:14:00,13199.0,United Kingdom,1,1,4,4,96,4,False,False
11026,564334,2011-08-24 14:19:00,2011-08-24 14:19:00,15812.0,United Kingdom,1,1,4,4,181,4,False,False
11027,564335,2011-08-24 14:23:00,2011-08-24 14:23:00,15800.0,United Kingdom,1,1,103,103,224,103,False,False
11028,564336,2011-08-24 14:28:00,2011-08-24 14:28:00,12748.0,United Kingdom,1,1,25,25,71,25,False,False
11029,564339,2011-08-24 14:46:00,2011-08-24 14:46:00,15939.0,United Kingdom,1,1,3,3,136,3,False,False
11030,564342,2011-08-24 14:53:00,2011-08-24 14:53:00,16340.0,United Kingdom,1,1,141,124,486,141,False,False
11031,564346,2011-08-24 14:54:00,2011-08-24 14:54:00,15727.0,United Kingdom,1,1,74,71,838,74,False,False
11032,564350,2011-08-24 14:57:00,2011-08-24 14:57:00,14401.0,United Kingdom,1,1,16,16,545,16,False,False
11033,564351,2011-08-24 14:59:00,2011-08-24 14:59:00,13881.0,United Kingdom,1,1,12,12,858,12,False,False
11034,564352,2011-08-24 15:04:00,2011-08-24 15:04:00,14262.0,United Kingdom,1,1,20,20,184,20,False,False
11035,564353,2011-08-24 15:08:00,2011-08-24 15:08:00,15764.0,United Kingdom,1,1,85,85,1165,85,False,False
11036,564354,2011-08-24 15:09:00,2011-08-24 15:09:00,15764.0,United Kingdom,1,1,1,1,12,1,False,False
11037,564355,2011-08-24 15:12:00,2011-08-24 15:12:00,13507.0,United Kingdom,1,1,26,26,289,26,False,False
11038,564356,2011-08-24 15:47:00,2011-08-24 15:47:00,13969.0,United Kingdom,1,1,88,86,416,88,False,False
11039,564357,2011-08-24 15:51:00,2011-08-24 15:51:00,14973.0,United Kingdom,1,1,7,7,63,7,False,False
11040,564358,2011-08-24 16:00:00,2011-08-24 16:00:00,17869.0,United Kingdom,1,1,11,11,16,11,False,False
11041,564359,2011-08-24 16:02:00,2011-08-24 16:02:00,14056.0,United Kingdom,1,1,45,45,118,45,False,False
11042,564361,2011-08-24 16:16:00,2011-08-24 16:16:00,17869.0,United Kingdom,1,1,1,1,6,1,False,False
11043,564363,2011-08-24 16:23:00,2011-08-24 16:23:00,15434.0,United Kingdom,1,1,18,18,238,18,False,False
11044,564364,2011-08-24 16:24:00,2011-08-24 16:24:00,15434.0,United Kingdom,1,1,2,2,42,2,False,False
11045,564365,2011-08-24 16:46:00,2011-08-24 16:46:00,,United Kingdom,0,1,10,10,41,10,False,False
11046,564366,2011-08-25 08:58:00,2011-08-25 08:58:00,13236.0,United Kingdom,1,1,21,21,168,21,False,False
11047,564369,2011-08-25 09:39:00,2011-08-25 09:39:00,15189.0,United Kingdom,1,1,3,3,160,3,False,False
11048,564370,2011-08-25 09:53:00,2011-08-25 09:53:00,17134.0,United Kingdom,1,1,4,4,22,4,False,False
11049,564371,2011-08-25 09:53:00,2011-08-25 09:53:00,17705.0,United Kingdom,1,1,18,18,134,18,False,False
11050,564373,2011-08-25 09:56:00,2011-08-25 09:56:00,15290.0,United Kingdom,1,1,9,9,90,9,False,False
11051,564374,2011-08-25 10:00:00,2011-08-25 10:00:00,16589.0,United Kingdom,1,1,6,6,44,6,False,False
11052,564375,2011-08-25 10:16:00,2011-08-25 10:16:00,13078.0,United Kingdom,1,1,21,21,350,21,False,False
11053,564376,2011-08-25 10:25:00,2011-08-25 10:25:00,14196.0,United Kingdom,1,1,6,6,142,6,False,False
11054,564377,2011-08-25 10:26:00,2011-08-25 10:26:00,15263.0,United Kingdom,1,1,12,12,89,12,False,False
11055,564379,2011-08-25 10:32:00,2011-08-25 10:32:00,16779.0,United Kingdom,1,1,22,22,340,22,False,False
11056,564380,2011-08-25 10:39:00,2011-08-25 10:39:00,14314.0,United Kingdom,1,1,8,8,296,8,False,False
11057,564381,2011-08-25 10:43:00,2011-08-25 10:43:00,13000.0,United Kingdom,1,1,1,1,72,1,False,False
11058,564382,2011-08-25 10:45:00,2011-08-25 10:45:00,15129.0,United Kingdom,1,1,1,1,72,1,False,False
11059,564383,2011-08-25 10:49:00,2011-08-25 10:49:00,15251.0,United Kingdom,1,1,3,3,68,3,False,False
11060,564398,2011-08-25 10:55:00,2011-08-25 10:55:00,18241.0,United Kingdom,1,1,4,4,30,4,False,False
11061,564419,2011-08-25 11:09:00,2011-08-25 11:09:00,16093.0,United Kingdom,1,1,1,1,20,1,False,False
11062,564429,2011-08-25 11:31:00,2011-08-25 11:31:00,16638.0,United Kingdom,1,1,8,8,204,8,False,False
11063,564430,2011-08-25 11:36:00,2011-08-25 11:36:00,15955.0,United Kingdom,1,1,11,11,242,11,False,False
11064,564431,2011-08-25 11:36:00,2011-08-25 11:36:00,15955.0,United Kingdom,1,1,1,1,4,1,False,False
11065,564432,2011-08-25 11:40:00,2011-08-25 11:40:00,13517.0,United Kingdom,1,1,32,32,266,32,False,False
11066,564433,2011-08-25 11:46:00,2011-08-25 11:46:00,16503.0,United Kingdom,1,1,17,17,124,17,False,False
11067,564434,2011-08-25 11:59:00,2011-08-25 11:59:00,14687.0,United Kingdom,1,1,15,15,470,15,False,False
11068,564436,2011-08-25 12:06:00,2011-08-25 12:06:00,17841.0,United Kingdom,1,1,57,56,169,57,False,False
11069,564437,2011-08-25 12:10:00,2011-08-25 12:10:00,13320.0,United Kingdom,1,1,34,34,361,34,False,False
11070,564438,2011-08-25 12:11:00,2011-08-25 12:11:00,16628.0,United Kingdom,1,1,23,23,256,23,False,False
11071,564439,2011-08-25 12:12:00,2011-08-25 12:12:00,12841.0,United Kingdom,1,1,11,11,132,11,False,False
11072,564440,2011-08-25 12:13:00,2011-08-25 12:13:00,13928.0,United Kingdom,1,1,8,8,67,8,False,False
11073,564473,2011-08-25 12:33:00,2011-08-25 12:33:00,16722.0,United Kingdom,1,1,12,12,195,12,False,False
